time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-16T03:18:21.886Z,-7.243,105.954,35,4.80,mb,69,119,1.696,0.55,us,us7000mcbu,2024-04-16T23:25:09.477Z,"71 km WSW of Pelabuhanratu, Indonesia",earthquake,5.02,1.801,0.072,60,reviewed,us,us
2024-04-16T20:19:16.096Z,26.3805,142.526,10,4.80,mb,67,147,0.775,0.74,us,us7000mcid,2024-04-16T21:12:55.040Z,"Bonin Islands, Japan region",earthquake,7.02,1.875,0.074,57,reviewed,us,us
2024-04-18T19:16:06.998Z,11.0547,138.6431,10,4.80,mb,25,128,13.635,1,us,us7000mczu,2024-04-18T20:39:16.040Z,"179 km NNE of Colonia, Micronesia",earthquake,13.24,1.892,0.097,33,reviewed,us,us
2024-04-12T09:00:17.903Z,28.2768,129.2967,55.721,4.90,mww,84,97,1.699,0.98,us,us7000mbm5,2024-04-12T10:13:39.040Z,"6 km ESE of Uken, Japan",earthquake,6.38,6.635,0.103,9,reviewed,us,us
2024-04-13T08:48:52.985Z,-20.3386,-177.6404,499.096,4.90,mb,183,54,2.426,0.91,us,us7000mbv5,2024-04-13T09:51:17.040Z,"260 km WNW of Houma, Tonga",earthquake,11.35,6.382,0.041,185,reviewed,us,us
2024-04-14T09:47:51.334Z,-18.4614,-175.5624,228.554,4.90,mb,54,40,2.715,0.68,us,us7000mc13,2024-04-14T10:04:55.040Z,"167 km W of Neiafu, Tonga",earthquake,8.93,7.149,0.07,63,reviewed,us,us
2024-04-14T17:39:18.646Z,21.1859,146.0273,10,4.90,mb,47,124,5.917,0.42,us,us7000mc29,2024-04-14T18:00:13.040Z,Mariana Islands region,earthquake,10.18,1.89,0.06,88,reviewed,us,us
2024-04-14T18:16:27.631Z,37.767,101.1403,13.648,4.90,mb,53,82,10.982,0.65,us,us7000mc2b,2024-04-14T18:33:37.040Z,"37 km ENE of Mole, China",earthquake,10.39,5.135,0.044,164,reviewed,us,us
2024-04-16T03:07:14.997Z,-7.057,124.97,504.392,4.90,mb,86,74,2.77,0.64,us,us7000mcbr,2024-04-16T22:37:36.040Z,"173 km N of Maubara, Timor Leste",earthquake,11.5,5.785,0.054,106,reviewed,us,us
2024-04-16T10:37:11.861Z,55.8689,164.6662,10,4.90,mb,84,93,4.522,0.66,us,us7000mcdb,2024-04-16T14:49:04.040Z,"142 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.39,1.858,0.034,264,reviewed,us,us
2024-04-17T01:45:14.200Z,26.0711,-110.444,10,4.90,mww,54,129,2.032,0.74,us,us7000mckg,2024-04-17T04:03:23.689Z,"90 km E of Loreto, Mexico",earthquake,8.02,1.88,0.059,28,reviewed,us,us
2024-04-17T04:22:33.126Z,41.9933,82.7324,10,4.90,mb,59,68,2.741,0.53,us,us7000mcld,2024-04-17T04:49:07.040Z,"34 km NNW of Kuqa, China",earthquake,7.79,1.866,0.047,139,reviewed,us,us
2024-04-17T11:58:07.893Z,26.2141,-110.5986,10,4.90,mww,85,175,1.835,0.94,us,us7000mcmt,2024-04-17T14:36:53.965Z,"78 km ENE of Loreto, Mexico",earthquake,3.54,1.906,0.083,14,reviewed,us,us
2024-04-17T12:21:56.375Z,33.5466,81.7497,10,4.90,mb,112,75,6.484,0.78,us,us7000mcmw,2024-04-17T13:25:48.040Z,western Xizang,earthquake,8.23,1.851,0.053,110,reviewed,us,us
2024-04-17T21:46:15.380Z,50.2405,-129.9025,10,4.90,mww,88,164,1.2,0.66,us,us7000mcrx,2024-04-18T03:08:49.629Z,"203 km WSW of Port McNeill, Canada",earthquake,7.57,1.898,0.059,28,reviewed,us,us
2024-04-18T06:06:05.200Z,50.3047,-129.8603,10,4.90,mwr,81,84,1.154,0.76,us,us7000mctr,2024-04-18T16:29:43.740Z,"199 km W of Port McNeill, Canada",earthquake,2.92,1.855,0.075,17,reviewed,us,us
2024-04-18T11:08:57.504Z,-36.1317,-179.5789,57.464,4.90,mb,39,202,4.252,1.23,us,us7000mcuy,2024-04-18T11:55:59.040Z,"249 km NE of Hicks Bay, New Zealand",earthquake,11.47,10.422,0.11,31,reviewed,us,us
2024-04-13T06:53:44.707Z,-42.0915,88.8897,10,5.00,mb,42,116,24.187,0.73,us,us7000mbuy,2024-04-13T07:15:12.040Z,southeast Indian Ridge,earthquake,13.76,1.883,0.1,32,reviewed,us,us
2024-04-13T15:17:18.733Z,-49.0196,121.3789,10,5.00,mww,95,46,18.201,0.68,us,us7000mbwy,2024-04-16T15:25:13.040Z,western Indian-Antarctic Ridge,earthquake,3.31,1.815,0.083,14,reviewed,us,us
2024-04-16T07:56:45.510Z,-14.8908,167.9294,39.594,5.00,mww,58,55,6.613,0.86,us,us7000mccx,2024-04-16T08:57:10.040Z,"93 km E of Port-Olry, Vanuatu",earthquake,8.12,5.995,0.098,10,reviewed,us,us
2024-04-16T10:37:21.848Z,55.8833,164.5274,10,5.00,mb,73,80,4.469,0.78,us,us7000mcdg,2024-04-16T15:07:54.040Z,"133 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,9.25,1.862,0.048,137,reviewed,us,us
2024-04-16T16:06:15.301Z,9.7044,126.2736,48.859,5.00,mb,204,20,2.706,0.9,us,us7000mcg7,2024-04-19T16:53:39.055Z,"18 km ESE of Union, Philippines",earthquake,8.46,4.981,0.036,248,reviewed,us,us
2024-04-17T08:04:42.164Z,-62.8727,148.3937,10,5.00,mb,54,40,15.324,1,us,us7000mcm3,2024-04-17T08:33:18.040Z,Balleny Islands region,earthquake,11.73,1.78,0.095,35,reviewed,us,us
2024-04-17T09:17:10.725Z,23.8887,121.7347,34.782,5.00,mwr,72,71,0.636,1.13,us,us7000mcmb,2024-04-17T11:49:21.040Z,"16 km SE of Hualien City, Taiwan",earthquake,4.4,4.866,0.063,24,reviewed,us,us
2024-04-12T08:13:43.791Z,41.1837,78.6094,10,5.10,mb,55,75,0.814,1.19,us,us7000mbm1,2024-04-12T09:04:23.958Z,"130 km W of Aykol, China",earthquake,5.47,1.855,0.049,136,reviewed,us,us
2024-04-18T17:40:02.027Z,33.5112,81.7282,10,5.10,mb,84,31,6.461,0.77,us,us7000mczb,2024-04-18T18:15:32.040Z,western Xizang,earthquake,7.49,1.795,0.039,215,reviewed,us,us
2024-04-13T06:26:35.057Z,2.2509,126.7545,38.746,5.20,mb,110,68,1.592,0.75,us,us7000mbux,2024-04-13T06:46:33.040Z,"151 km WNW of Tobelo, Indonesia",earthquake,6.94,6.471,0.045,162,reviewed,us,us
2024-04-16T23:01:23.703Z,11.3878,92.9824,54.268,5.20,mb,86,43,6.69,1.06,us,us7000mcjj,2024-04-18T15:46:41.462Z,"40 km SE of Port Blair, India",earthquake,8.33,6.567,0.059,96,reviewed,us,us
2024-04-18T07:39:39.605Z,26.2737,-110.5671,10,5.20,mww,218,120,1.823,0.81,us,us7000mcu3,2024-04-18T15:36:31.693Z,"83 km ENE of Loreto, Mexico",earthquake,8.53,1.892,0.042,55,reviewed,us,us
2024-04-18T08:26:13.480Z,-43.7557,-16.0554,10,5.20,mb,50,67,16.98,0.99,us,us7000mcua,2024-04-18T09:55:37.539Z,southern Mid-Atlantic Ridge,earthquake,12.13,1.894,0.063,83,reviewed,us,us
2024-04-19T02:23:16.803Z,-24.5191,-176.7798,10,5.20,mb,45,72,3.637,1.18,us,us7000md1y,2024-04-19T02:52:35.040Z,south of the Fiji Islands,earthquake,10.73,1.794,0.051,127,reviewed,us,us
2024-04-19T11:00:40.413Z,-1.1395,-24.4216,10,5.20,mb,85,67,12.365,1.16,us,us7000md43,2024-04-19T11:33:06.040Z,central Mid-Atlantic Ridge,earthquake,9.11,1.766,0.03,379,reviewed,us,us
2024-04-13T10:47:02.908Z,-15.0104,-173.0416,10,5.30,mb,95,56,1.639,1.28,us,us7000mbw6,2024-04-15T00:57:27.262Z,"132 km NE of Hihifo, Tonga",earthquake,7.03,1.844,0.03,378,reviewed,us,us
2024-04-13T16:40:55.723Z,2.0832,126.5819,42.846,5.30,mb,210,24,1.521,0.72,us,us7000mbx7,2024-04-16T16:35:09.040Z,"163 km WNW of Tobelo, Indonesia",earthquake,5.62,4.565,0.036,271,reviewed,us,us
2024-04-14T05:28:47.838Z,7.5704,-37.1644,10,5.30,mww,61,85,13.368,1.09,us,us7000mc01,2024-04-15T16:49:38.040Z,central Mid-Atlantic Ridge,earthquake,10.91,1.893,0.089,12,reviewed,us,us
2024-04-15T10:43:27.085Z,-5.2285,151.8925,51.85,5.40,mww,57,51,6.264,1.02,us,us7000mc5q,2024-04-16T10:47:35.352Z,"106 km SSW of Kokopo, Papua New Guinea",earthquake,8.44,4.856,0.078,16,reviewed,us,us
2024-04-16T14:58:56.916Z,12.8885,145.4426,17.866,5.40,mww,245,24,0.893,0.82,us,us7000mcej,2024-04-19T16:01:49.716Z,"86 km ESE of Inarajan Village, Guam",earthquake,6.25,2.64,0.066,22,reviewed,us,us
2024-04-17T21:31:48.217Z,-21.2718,-177.9253,389.909,5.40,mww,95,48,5.167,0.84,us,us7000mcru,2024-04-19T05:39:03.040Z,"272 km W of Houma, Tonga",earthquake,9.59,7.371,0.103,9,reviewed,us,us
2024-04-18T09:29:16.097Z,22.7764,143.3104,98.099,5.40,mww,97,79,4.42,0.79,us,us7000mcul,2024-04-19T09:34:31.137Z,"Volcano Islands, Japan region",earthquake,8.63,6.245,0.073,18,reviewed,us,us
2024-04-13T05:44:39.708Z,33.5485,81.8909,10,5.50,mb,129,25,6.429,0.84,us,us7000mbuv,2024-04-14T05:48:52.174Z,western Xizang,earthquake,7.63,1.846,0.036,274,reviewed,us,us
2024-04-17T21:21:54.778Z,11.1472,-85.3138,154,5.50,mww,109,68,0.827,1.16,us,us7000mcrs,2024-04-19T17:39:55.753Z,"21 km ESE of Cárdenas, Nicaragua",earthquake,5.36,1.861,0.033,87,reviewed,us,us
2024-04-18T15:11:25.221Z,40.0043,35.9763,10,5.60,mww,79,29,0.499,0.9,us,us7000mcxc,2024-04-19T15:17:24.481Z,"9 km W of Sulusaray, Turkey",earthquake,3.94,1.818,0.038,65,reviewed,us,us
2024-04-18T15:12:38.052Z,26.2173,-110.5083,10,5.60,mww,45,201,4.396,1.12,us,us7000mcxe,2024-04-19T15:18:18.703Z,"87 km ENE of Loreto, Mexico",earthquake,9.72,1.806,0.048,42,reviewed,us,us
2024-04-19T09:18:01.843Z,-21.8863,170.841,96.456,5.70,mww,118,40,3.227,0.93,us,us7000md3k,2024-04-19T11:21:36.562Z,southeast of the Loyalty Islands,earthquake,8.57,3.891,0.047,43,reviewed,us,us
2024-04-12T15:59:18.992Z,-10.1604,160.9221,41.627,5.80,mww,92,37,1.199,0.48,us,us7000mbqp,2024-04-13T22:34:29.040Z,"114 km WNW of Kirakira, Solomon Islands",earthquake,7.89,1.77,0.045,47,reviewed,us,us
2024-04-15T22:38:57.094Z,29.4708,131.7355,8.034,5.90,mww,77,47,2.314,0.72,us,us7000mcb1,2024-04-16T22:47:02.710Z,"143 km SE of Koshima, Japan",earthquake,6.69,4.262,0.045,48,reviewed,us,us
2024-04-17T14:14:45.593Z,33.1621,132.3871,25.737,6.30,mww,175,29,1.368,1.13,us,us7000mcpi,2024-04-19T00:36:50.500Z,"17 km WSW of Uwajima, Japan",earthquake,5.14,3.983,0.037,69,reviewed,us,us
2024-04-14T20:56:28.318Z,-5.8184,151.0968,49,6.50,mww,117,16,5.284,0.86,us,us7000mc2t,2024-04-15T21:04:28.361Z,"110 km ESE of Kimbe, Papua New Guinea",earthquake,8.03,1.857,0.073,18,reviewed,us,us
